Date Finished, Base Config, Name, Batch Size,Learning Rate,LR Policy,Prune Rate, fair Regularization,lam fair,fair type,Current Val Top 1, Current Val Unfairness, Best Val Top 1, Best Val Unfairness, Best Train Top 1, Best Train Unfairness
07-04-22_15:44:23, configs/celeba/ResNet18sparse_celeba.yml, ResNet18_sparse_celeba_filter, 128,0.01,cosine_lr,0.1, logistic,0.12,dp,0.49, 0.01, 0.50, 0.01, 0.49, 0.01
07-04-22_15:58:30, configs/celeba/ResNet18sparse_celeba.yml, ResNet18_sparse_celeba_filter, 128,0.01,cosine_lr,0.1, logistic,0.18,dp,0.58, -0.04, 0.58, -0.04, 0.58, -0.05
07-04-22_16:12:34, configs/celeba/ResNet18sparse_celeba.yml, ResNet18_sparse_celeba_filter, 128,0.01,cosine_lr,0.1, logistic,0.24,dp,0.56, 0.04, 0.58, 0.04, 0.56, 0.04
